17_G_01_1,35.07,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_02_1,23.81,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_03_1,32.74,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_04_1,31.69,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_05_1,43,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_06_1,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_07_1,52.57,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_08_1,37.46,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_09_1,34.78,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_10_1,20.25,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_01_2,13.19,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_02_2,16.63,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_03_2,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_04_2,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_05_2,10.1,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_06_2,16.49,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_07_2,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_08_2,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_09_2,4.27,,,,,,,,,,,,,,,,,,,,,,,,,,
17_G_10_2,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_01,20.31,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_02,25.92,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_03,22.38,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_04,28,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_05,32.31,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_06,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_07,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_08,4,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_09,5.38,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_10,12,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_11,4.61,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_12,10.2,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_13,6.27,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_14,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_15,10.09,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_16,3.59,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_17,5.93,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_18,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_19,5.56,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_20,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_21,11.89,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_22,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_23,10.65,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_24,5.65,,,,,,,,,,,,,,,,,,,,,,,,,,
20_P_25,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,
